,word,meaning,urls
1942,bāⁿg,the call to prayer by the mu'aẕẕin from the tower of a mosque,
1943,buhirʸ,druggist,
1944,bujʸer,old age,
1945,bujʸer,later life,
1946,bujʸer,parenthood,
1947,bulbul,nightingale,
1948,bukʰə̄r,fireplace,
1949,bunk,financial bank,
1950,bunk,have an account,
1951,bumbur,corn,
1952,bumbur,hard skin,
1953,bumbur,corn,
1954,bumbur,bump,
1955,bumsinʸ,earthworm,
1956,bumsinʸ,worm,
1957,bunkwōl,banker,
1958,bunkwōl,backer,
1959,bunkwōl,financier,
1960,bunkwōl,supporter,
1961,buⁿm,brow,
1962,bunyād,foundation,
1963,bunyād,base,
1964,bunyād,establishment,
1965,bunʸul,earthquake,
1966,bunʸul,tremor,
1967,bunʸul,volcanic activity,
1968,bunʸul,seismic activity,
1969,burkι,veil,
1970,bunιpōš,water-lily,
1971,buruš,brush,
1972,burzι kul,birch tree,
1973,butʰ pʰʸurun,rebuke,
1974,butʰ pʰʸurun,reprove,
1975,butʰ pʰʸurun,reproach,
1976,butʰ pʰʸurun,scold,
1977,butʰ hunrāwun,pull a long face,
1978,but,idol,
1979,but,statue,
1980,burušιgor,brush maker,
1981,butʰ,countenance,
1982,butʰ,face,
1983,butʰ,expression,
1984,butʰ lāgay,argue,
1985,butʰ lāgay,quarrel disagreement,
1986,butrāt,land,
1987,butrāt,home,
1988,butrāt,nation,
1989,butʰpʰʸur,rebellious,
1990,butʰpʰʸur,disobedient,
1991,butʰpʰʸur,unruly,
1992,butʰpʰʸur,disloyal,
1993,buṭʰ tʰāwun,to moor a boat,
1994,buzarg,noble,
1995,buzarg,venerable,
1996,buzarg,respected,
1997,buzarg,esteemed,
1998,buzarg,honored,
1999,buzarg,revered,
2000,buzargī,nobility,
2001,buzargī,dignity,
2002,buzargī,decency,
2003,buzargī,nobleness,
2004,buz,to roast,
2005,buzdil,cowardly,
2006,buzdil,gutless,
2007,buzdil,weak,
2008,bram,wandering,
2009,bram,cheating,
2010,buzmut,roasted,
2011,buzun,roast,
2012,būl,mistake,
2013,būl,fault,
2014,būl,blunder,
2015,būl,forgetfulness,
2016,būl,absentmindedness,
2017,būṭ,boot,
2018,bōm,apart,
2019,bōm,away from each other,
2020,bōm,spaced out,
2021,bōm,distant,
2022,bʸēr-kə̄ni,loft,
2023,bʸēr-kə̄ni,a space under roof,
2024,bad lihāz,close the eyes to,
2025,bad lihāz,disrespect,
2026,bad lihāz,contempt,
2027,bad lihāz,disdain,
2028,bad-mazι,tasteless,
2029,bad-mazι,in bad taste,
2030,bad-mazι,flavorless,
2031,banjə̄r,person who sell hosiery from village to village,
2032,batι mʸoⁿḍ,morsel,
2033,batι mʸoⁿḍ,mouthful,
2034,bāⁿḍι pə̄tʰǝr,act,
2035,bāⁿḍι pə̄tʰǝr,drama,
2036,bāⁿḍι pə̄tʰǝr,comedy,
2037,bāⁿḍι pə̄tʰǝr,stage show,
2038,bāⁿḍι pə̄tʰǝr,play,
2039,bab din,to give the breast,
2040,bab din,to apply a child to the breast,
2041,bab din,to give suck,
2042,babal,possessing a large bosom,
2043,babal,full-bosomed,
2044,babal,high-bosomed,
2045,babi ṭoⁿḍ,nipple of the breast of a human being or beast,
2046,bābū,used for addressing an immigrant from India,
2047,būṭ,herbal plant,
2048,būṭ,herbal medicines,
2049,babι dag,grief for the death of a father,
2050,bābūna,camomile; camomile flowers; Matricaria chamomilla,
2051,babι kə̄n,a woman or female beast suffering from obstruction of the flow of milk,
2052,babι rostι,wanting a father,
2053,babι rostι,one whose father is dead,
2054,babι rostι,especially who is not yet grown up,
2055,babι wohav,vulgar abuse or imprecations uttered against a person's father,
2056,bābι,grandfather; old man,
2057,bābι,sir,
2058,bābι,the head of an order of monks especially in Muslim community,
2059,babι wāy,a severe pain in a woman's bosom; caused by disease,
2060,babι wāy,or as a consequence of the unsatisfied longing of a pregnant woman,
2061,babι yetīm,a fatherless child,
2062,babι yetīm,a helpless orphan with no one to supply the place of a father,
2063,bad rad wanun,to use abusive language about or to an opponent,
2064,babιr,the sweet basil palnt,
2065,bad wati,badness in behaviour,
2066,bad wati,dress,
2067,bad wati,actions,
2068,bad wati,intelligence,
2069,bad wati,skill,
2070,bad wati,or the like,
2071,bə̄gi,at about the time of,
2072,bāgī,defeater,
2073,bāgī,subjugator,
2074,bāgī,,
2075,bə̄grun,to divide,
2076,bə̄grun,apportion,
2077,bə̄grun,distribute,
2078,bə̄grun,portion out,
2079,bə̄grun,parcel out,
2080,bādām pʰιlay,the almond-blooming,
2081,badalwǝnʸ,the price of exchange,
2082,badalwǝnʸ,when an old article is exchanged for a new one of the same kind,
2083,baḍāv,setting forth,
2084,baḍāv,setting out,
2085,badalι,in exchange of,
2086,baḍīmī,the exercise of generosity,
2087,badlāwun,to cause to be changed or altered; to change,
2088,badlāwun,alter,
2089,bādām gūj,an almond-kernel,
2090,bād,venereal disease,
2091,bād,syphilis,
2092,baḍι nānʸ,grand-mother,
2093,baḍur,a kind of bird found the lakes north of Kashmīr,
2094,bādιlad,afflicted with venereal disease,
2095,badιliyetʰ,a condition of change,
2096,badιliyetʰ,transformation,
2097,bādə̄m,light-brown,
2098,bādə̄m,almond-coloured,
2099,bagandar,a fistula in the anus,
2100,bagandar,a boil in or close to the anus,
2101,bagal,the side-pocket of a coat or similar garment,
2102,bagandarlad,suffering from or afflicted by fistula,
2103,bagandarlǝdin,suffering from or afflicted by fistula,
2104,bāgiy,good-luck,
2105,bagārι,oil or ghee dripping,
2106,bagārιdār,greasy,
2107,bagārιdār,oily,
2108,bagārιdār,buttery,
2109,bāgāy,dividing into shares,
2110,bāgāy,distributive division,
2111,bagvatʰ,adored,
2112,bagvatʰ,holy,
2113,bagvatʰ,revered,
2114,bagvatʰ,venerable,
2115,bagvatī,applied as a proper name to the goddess Pārvatī,
2116,bāgwə̄nil,the profession or trade of a gardener,
2117,bāgι āmut,come into sharing (husband for a woman),
2118,bāgιhār,division of a number,
2119,bāgιhār,an arithmetical operation,
2120,bākʰ,weeping associated with screeches or screams,
2121,bāgι āmιʦ,come into sharing (wife for a husband),
2122,bāⁿbar lārin,flurry to occur,
2123,bāⁿbιri bāⁿbιri,hurriedly,
2124,bāⁿbιri bāⁿbιri,flurriedly,
2125,bāⁿbιri hot,hurried,
2126,bāⁿbιri hot,flurried,
2127,bāⁿbιri hǝʦ,hurried,
2128,bāⁿbιri hǝʦ,flurried,
2129,brahmǝnʸ,a woman of the Brāhmaṇ caste,
2130,barkarār,fixed,
2131,barkarār,established,
2132,barkarār,firm,
2133,barkarār,unchangeable,
2134,bagə̄r,without,
2135,bagə̄r,exclusive of,
2136,bagə̄r,excluding,
2137,bagə̄r,except,
2138,bagə̄r,besides,
2139,bākι,weeping associated with screeches or screams,
2140,bāⁿbar,fluster,
2141,bāⁿbar,flurry,
2142,bāⁿbar,agitated haste in doing anything,
2143,barham,confused,
2144,barham,jumbled together,
2145,barham,turned upside down,
2146,barham,entangled,
2147,barham,spoiled,
2148,barkatʰ,increase,
2149,barkatʰ,abundance,
2150,barkatʰ,prosperity,
2151,barkatʰ,blessing,
2152,barkatʰ,Kāshmīrī Muslims use this word for 'one' in counting,
2153,barkatʰ,instead of one,
2154,barkatʰ,by way of asking God's blessing on the whole transaction,
2155,bebagārι,not cooked in oil,
2156,barmι,an auger,
2157,barmι,drill,
2158,bēbākʰ,without remainder,
2159,bēbākʰ,complete,
2160,bēbākʰ,paid up in full,
2161,bē bahas,without disputation,
2162,bē bahas,without controversy,
2163,bǝbil,action like that of a father in fatherly affection,
2164,bēdə̄rī,waking,
2165,bēdə̄rī,wakefulness; vigilance,
2166,bēdə̄rī,watchfulness,
2167,bedād,oppressed,
2168,bedād,distressed,
2169,bedād,unjust,
2170,bēdār gaʦun,to be aroused,
2171,bēdār gaʦun,awakened from sleep; to have the intellect aroused,
2172,bēg,a carriage,
2173,bē-gāh,untimely,
2174,bē-gāh,unseasonable,
2175,bǝḍrun,to plaster,
2176,begrʸōvmut,that which has acquired an acrid taste,
2177,bǝḍran,plastering,
2178,bǝḍran,applying a plaster of mud mixed with chaff and chopped straw,
2179,beḍōl,shapeless,
2180,beḍōl,ill-fashioned,
2181,beḍōl,ugly,
2182,beḍōl,clumsy,
2183,beḍōl,ill-mannered,
2184,be-intihā,without limit,
2185,be-intihā,endless,
2186,bodιgēr,a well-known hill lying north of the city of Śrīnagar,
2187,begə̄r karun,to set at variance,
2188,begə̄r karun,to set friends at enmity,
2189,bombur,a garden – bee,
2190,brakʰ lagun,to suffer from a crushing blow,
2191,brakʰ lagun,to be a wreck after a severe illness,
2192,brakun,to crunch with the teeth,
2193,brakun,to masticate,
2194,bragin,the blue heron,
2195,bragin,Ardea cinerea,
2196,brahman,a man of the Brahmaṇ caste,
2197,begə̄rʸ,compelling to work for nothing,
2198,begə̄rʸ,forced labour,
2199,brakι drāv,hardened by experiencing or making a practice of undergoing blows,
2200,brakι drāv,trained,
2201,bram diyun,to swindle,
2202,bram diyun,cheat,
2203,bram diyun,defraud,
2204,bramhā,name of a Hindū god,
2205,bramhā,a member of the triad of Brahmā,
2206,bramhā,Lord Śiva,
2207,brang,an old minaret,
2208,brimjι,a tree,
2209,brimjι,Celtis australis,
2210,brimjι,usually found in graveyards in Kashmīr,
2211,brīmι pōš,the water-lily,
2212,brūⁿh,in front,
2213,būd gaʦun,to become visible or cognizable by the senses,
2214,brakʰ,a crushing blow,
2215,brakʰ,a blow,
2216,brokιmut,crushed,
2217,brokιmut,pounded; crunched by the teeth,
2218,brokιmut,masticated,
2219,bruⁿh bruⁿh pakun,to keep walking in front,
2220,bruⁿh bruⁿh pakun,to precede,
2221,būd karun,make visible or cognizable,
2222,būd,learning,
2223,būd,knowledge,
2224,būd,wisdom,
2225,būd,intelligence derived from study,
2226,budul,a kind of tree,
2227,budul,the Himalayan silver fir,
2228,budul,Abies Webbiana,
2229,buḍι wāl,grey hair,
2230,būdι wōl,learned,
2231,būdι wōl,well instructed,
2232,būdι wōl,intelligent,
2233,buḍι ə̄l,a kind of cardamom,
2234,buḍι ə̄l,bearing a large seed,
2235,buji butʰ,a young man who has a face like an old woman's whose face is wrinkled,
2236,būgōl,geography,
2237,buji,old women,
2238,būdι wə̄jen,learned,
2239,būdι wə̄jen,well instructed,
2240,būdι wə̄jen,intelligent,
2241,bʸob,the space between the body and the clothes,
2242,bʸob,the inside breast of the long gown worn by Kashmīrīs,
2243,buḍιhor,spotted,
2244,buḍιhor,brindled,
2245,buḍιhor,white spots scattered over something,
2246,bιḍι bab,grand-father,
2247,bιḍin,old woman,
2248,bιḍι mōj,the big mother,
2249,bιḍι mōj,the senior lady of a family,
2250,bə̄ⁿḍil,the profession of a baⁿḍ or actor,
2251,bə̄gran,dividing,
2252,bə̄gran,apportioning; division,
2253,bə̄gran,distribution,
2254,bə̄n,the collar,
2255,bə̄g,on account of,
2256,bə̄rīk,very heavy,
2257,bə̄ⁿg,the mu'aẕẕin who calls to prayer,
2258,bə̄diyānι,sweet-fennel,
2259,cʰakrāwun,scatter,
2260,cʰakrāwun,disperse,
2261,cʰakrāwun,spread out,
2262,candι ʦūr,pickpocket,
2263,carāgah,meadow,
2264,cʰakun,scatter,
2265,cʰakun,disperse,
2266,cʰakun,spread out,
2267,capinʸ,sandals,
2268,candι,pocket,
2269,cʰāⁿgιr,hurry,
2270,cʰāⁿgιr,flurry in doing anything,
2271,cerkʰι,wheel,
2272,cāk,crack,
2273,cāk,break,
2274,cāk,fracture,
2275,cāk,crevice,
2276,cāl,character,
2277,cāl,nature,
2278,cāl,temperament,
2279,cāl,personality,
2280,cāl,makeup,
2281,cāl calun,conduct,
2282,cāl calun,behavior,
2283,cāl calun,ways,
2284,cāl calun,carry out,
2285,cāl calun,perform,
2286,cāl calun,behave,
2287,cāl calun,act,
2288,cāl calun,comport yourself,
2289,cāl calun,direct,
2290,cālāk,active,
2291,cālāk,lively,
2292,cālāk,full of life,
2293,cālāk,dynamic,
2294,cālāk,vigorous,
2295,cālāk,clever,
2296,cālāk,intelligent,
2297,cālāk,bright,
2298,cālāk,witty,
2299,cānāwun,cause to drink,
2300,cāl karin,trick,
2301,cāl karin,stratagem,
2302,cāl karin,dodge,
2303,cāl karin,scheme,
2304,cārvōy,animal,
2305,cārvōy,beast,
2306,cārvōy,quadruped,
2307,cārvōy,four-footed animal,
2308,cārwə̄y,cattle,
2309,cārwə̄y,livestock,
2310,cārwə̄y,farm animals,
2311,cārwə̄y,domestic animals,
2312,cāy,tea,
2313,cāš,forenoon,
2314,ceⁿgι,tax,
2315,ceⁿgι,toll,
2316,ceⁿgι,tariff,
2317,cepāt,slap,
2318,cepāt,hit,
2319,cerιb,fat,
2320,cerιb,tallow,
2321,cešmι,spring of water,
2322,cerbī,grease,
2323,cerbī,fat,
2324,cerbī,oil,
2325,cešmāšāhī,name of place in Srinagar city in Kashmir,
2326,cešmāšāhī,tourist resort,
2327,cʸeṭ hʸin,to forfeit,
2328,cʸeṭ hʸin,pay,
2329,cʸeṭ hʸin,lose,
2330,cʸetʰ,intoxicated,
2331,cʸetʰ,drunk,
2332,cʸetʰ,under the influence,
2333,cīn,china,
2334,cīn,name of a country,
2335,cīritʰ,drawn,
2336,cīritʰ,haggard,
2337,cilʸ,tent peg,
2338,cilʸ,hook,
2339,ciṭʰ,letter,
2340,ciṭʰ,epistle,
2341,ciṭʰ,letter,
2342,cikandūz,embroiderer,
2343,cīr,tight,
2344,cīr,firm,
2345,cīr,stretched,
2346,cīr,forceful,
2347,cīr,press down,
2348,cīr,tap down,
2349,cārun,drains,
2350,cārun,sap,
2351,cārun,draw off,
2352,cārun,remove,
2353,cārun,bleed,
2354,cār,tight,
2355,cār,firm,
2356,cār,stretched,
2357,cār,forceful,
2358,cār,press down,
2359,cār,tap down,
2360,cīrun,to wring,
2361,cīrun,squeeze,
2362,cīrun,twist,
2363,cīrun,press,
2364,cīrun,compress,
2365,cīz,thing,
2366,cīz,article,
2367,cīz,item,
2368,cīz,gadget,
2369,con,drinking,
2370,cobur,young man,
2371,cobur,ironical,
2372,cōb,beating,
2373,cōb,thrashing,
2374,cōb,pounding,
2375,cōⁿcι,spoon,
2376,cōⁿcι,a utensil with a shallow and handle for stirring,
2377,cōⁿcι,a ladle or spoon,
2378,cōⁿcι,made of wood,
2379,cōdι,wide,
2380,cōdι,broad,
2381,cōdι,spacious,
2382,cōdι,widespread,
2383,cōbuk,whip,
2384,cōbuk,piece of leather used for pushing people or driving animals,
2385,cōⁿṭʰ,mouth,
2386,cōn,your,
2387,cōpāy,stool,
2388,cʰāⁿgιr,hurry,
2389,cʰāⁿgιr,flurry in doing anything,
2390,cōr,idiot,
2391,cōr,stupit,
2392,cōkι,cooking range,
2393,cōkι,kitchen,
2394,cōkι,cook-house,
2395,cōṭ,wound,
2396,cōṭ,hurt,
2397,cōṭ,injury,
2398,cunʸ,ladies shawl,
2399,cumṭι,pincers,
2400,cumṭι,tongs,
2401,cūkʸdar,watchman,
2402,cūnʸ,trinkets,
2403,cūnʸ,studds,
2404,cə̄ⁿd,silver,
2405,cūnι,chalk,
2406,cūnι,a soft white limestone,
2407,cʰag,thinning out,
2408,cʰag,dispersal,
2409,cʰag,spreading,
2410,cʰag,control,
2411,cʰag,rush,
2412,cʰal,part,
2413,cʰal,piece,
2414,cʰal,section,
2415,cʰal,branch,
2416,cʰal,fraction,
2417,cʰal,to wash,
2418,cʰaliwə̄nʸ,rice-water,
2419,cʰapan jāy,refuge,
2420,cʰapan jāy,shelter,
2421,cʰapan jāy,protection,
2422,cʰapan jāy,place of safety,
2423,cʰarun,evacuation,
2424,cʰaʦ,small piece,
2425,cʰaʦ,left over,
2426,cʰaʦ,bit,
2427,cʰaʦ,crumb,
2428,cʰatun,fade,
2429,cʰatun,lighten,
2430,cʰatun,become lighter,
2431,cʰatun,lose color,
2432,cʰaʦιr,egg white,
2433,cʰat,roof,
2434,cʰat,top,
2435,cʰalun,wash,
2436,cʰalun,clean,
2437,cʰalun,bathe,
2438,cʰalun,cleanse,
2439,cʰān,carpenter,
2440,cʰāv,blazing,
2441,cʰāv,roaring,
2442,cʰāv,intense,
2443,cʰāv,roaring,
2444,cʰāv,warm,
2445,cʰāv,the final cooking of rice or other cooked food,
2446,cʰānιbə̄y,carpenter’s wife,
2447,cʰānun,to sift,
2448,cʰāⁿcʰ,raspberry,
2449,cʰāpun,publish,
2450,cʰāpun,print,
2451,cʰāpun,bring out,
2452,cʰɔdιlad,starving,
2453,cʰɔdιlad,hungry,
2454,cʰɔk dʸun,injure,
2455,cʰɔk dʸun,hurt,
2456,cʰɔk dʸun,damage,
2457,cʰɔd,hunger,
2458,cʰukʰ,squash,
2459,cʰukʰ,squeeze,
2460,cʰɔkʰιlad,wounded,
2461,cʰɔkʰιlad,injured,
2462,cʰɔkʰιlad,hurt,
2463,cʰɔkʰιlad,upset,
2464,cʰɔkʰ,sore,
2465,cʰon,thin,
2466,cʰon,light,
2467,cʰon,lightweight,
2468,cʰon,unfilled,
2469,cʰon,empty,
2470,cʰon,less,
2471,cʰon,less than a certain amount,
2472,cʰon,deficient in quantity,
2473,cʰon tōlun,weigh up less than actual weight,
2474,cʰirι,lamb,
2475,cʰirιkaṭʰ,lamb,
2476,cʰǝtιr,umbrella,
2477,cʰōⁿp,instep,
2478,cʰōⁿp,the upper part of ankle,
2479,cʰonun,detriment,
2480,cʰonun,disadvantage,
2481,cʰonun,damage,
2482,cʰonun,loss,
2483,cʰonun,deficit,
2484,cʰonun,debit,
2485,cʰonun,lack,
2486,cʰonun,shortage,
2487,cʰolmut,washed,
2488,cʰot,light-coloured,
2489,cuṭʰkinʸ,wedge,
2490,cuṭʰkinʸ,bolt,
2491,cuṭʰkinʸ,bar,
2492,cōb dʸun,thrash,
2493,cōb dʸun,beat,
2494,cōb dʸun,batter,
2495,cōb dʸun,lash,
2496,cʰə̄n karin,sieve,
2497,cʰə̄n karin,strain,
2498,cʰə̄n karin,separate,
2499,cʰə̄n karin,put through a sieve,
2500,cʰə̄nʸ,sieve,
2501,cʰə̄nʸ,strainer,
2502,cend,registration cards of fair price shops of the Government,
2503,cācι,a father's brother,
2504,cācι,a paternal uncle,
2505,cāh,a pit,
2506,cāh,a well,
2507,cāh gaʦun,to have one's life made a burden by another's abuse,
2508,caka dͻd,curdled from which the whey has been strained,
2509,cākʰ gaʦin,tearing to occur,
2510,cākʰ gaʦin,to be torn; to be split,
2511,cīⁿ cīⁿ karun,to utter repeatedly low sounds when crying,
2512,cīⁿ cīⁿ karun,to sob,
2513,cākar,a servant,
2514,cākar,a house servant,
2515,caklι,a group of villages’,
2516,camakʰ,glitter,
2517,camakʰ,brilliance,
2518,camakʰ,splendour,
2519,camār,a low caste leather-worker,
2520,camārgī,a habit of causing sorrow or trouble to others,
2521,camkun,to shine,
2522,camkun,beam,
2523,camkun,glow,
2524,camkun,glitter,
2525,camkun,sparkle,
2526,camkun,glisten,
2527,camι kʰamι,moving gracefully,
2528,camι kʰamι,hence,
2529,camι kʰamι,stately,
2530,camι kʰamι,pompous,
2531,cāⁿcarāray,crying aloud from pain,
2532,cāⁿcarāray,groaning,
2533,canḍāl,a man of a degraded tribe,
2534,canḍ,a woman of bad character,
2535,cīr,chit,
2536,cīr,a lottery ticket,
2537,cīr,a slip of paper,
2538,canḍι bāpār,habitual action of an unruly woman,
2539,canḍ,the sound made by a slap of the open hand on the shoulder or similar flat part of the body,
2540,candι gͻʦιr,the bag part of a pocket,
2541,canι,the chick-pea,
2542,canι,Cicer arietinum,
2543,cāpar,vain talking,
2544,cāⁿg,the cone of a fir-tree,
2545,canι cebīlι,eaten as dried grains,
2546,canι cebīlι,such as mixed peas,
2547,canι cebīlι,pulses,
2548,capʰ capʰ,the ugly sound made in greedily eating,
2549,caprῑs,a peon,
2550,caprῑs,orderly,
2551,caprῑs,messenger of a court,
2552,carci,discussion of some absent person's actions or affairs,
2553,carci,coming into fashion,
2554,carci,great appreciation,
2555,cebιr,a young woman,
2556,ceki,longing,
2557,ceki,desire,
2558,ceki,urgent wish,
2559,cāyi koš,tea-leaves which have been infused,
2560,cāyi koš,tea-leaves remains,
2561,ce,to drink,
2562,cēl,method,
2563,cēl,mode,
2564,cēl,manner; conduct,
2565,cēl,behaviour,
2566,cēl,character,
2567,cēlι,a pupil,
2568,cēlι,disciple,
2569,cēlι,follower,
2570,cʰaḍun,to release,
2571,cʰaḍun,let go,
2572,cʰaḍun,dismiss,
2573,cʰak,the spreading of anything usually collected in piles or heap,
2574,cʰak,e.g. dust or grain,
2575,cʰakārι,the act of scattering about in all directions,
2576,cʰal cʰōkʰ,the washing of a great number of articles at one time,
2577,cʰal cʰōkʰ,the act of washing,
2578,cʰalι,a plain ring of gold,
2579,cʰalι,silver,
2580,cʰalι,or other metal,
2581,cʰalι,worn on the finger,
2582,cʰamb,a ravine,
2583,cʰamb,precipitous cleft,
2584,cʰalι pʰol,quarrelling combined with mutual recriminations,
2585,cʰalι cʰāⁿgιr,improperly to scatter about in all directions,
2586,cʰalan grāy,& v. a slight,
2587,cʰalan grāy,hasty washing,
2588,cʰambι dulι gaʦun,to fall over a precipice; to die a sudden or untimely death,
2589,cʰāⁿcʰι pūt,a child's rattle,
2590,cʰanerʸ,emptiness,
2591,cʰāⁿp,a seal a stamp or impression made by a seal,
2592,cʰāⁿṭʰ,left to one side as unpleasing,
2593,cʰāⁿṭun,to pick,
2594,cʰāⁿṭun,pick out,
2595,cʰāⁿṭun,cull,
2596,cʰāⁿṭun,select,
2597,cʰānwāy,wages paid to a carpenter,
2598,cʰānι kīj,Kasmiri carpenters are constantly omitting a nail here or there in order that they may be recalled,
2599,cʰāⁿ pun,to print,
2600,cʰānι ṭʰas,the noise made by a carpenter when he hits hammer on something,
2601,cʰar,name of a certain disease like impetigo contagiosa; also used of carbuncles,
2602,cʰarāh,alone,
2603,cʰarāh,only,
2604,cʰatāⁿg,a certain weight,
2605,cʰatāⁿg,the sixteenth part of a seer,
2606,cʰapun,to be hidden,
2607,cʰapun,concealed,
2608,cʰānιwə̄n,wages paid for sifting flour,
2609,cʰaʦran,the act of making white,
2610,cʰaʦran,of whitening,
2611,cʰāwun,to embroider (cloth,
2612,cʰāwun,etc.),
2613,cʰaʦar,whiteness,
2614,cʰaṭι,a flock led out for the season on to the hills for grazing,
2615,cʰal cʰal,washing frequently or continually,
2616,cʰāwun,partake of,
2617,cʰāwun,experience,
2618,cʰāwun,to enjoy,
2619,cʰāwun,make use of,
2620,cʰāwun,partake of,
2621,cʰāwun,experience,
2622,cʰǝkrun,to be scattered,
2623,cʰǝkrun,become separate from the other,
2624,cʰǝkιr,a kind of song sung by women to the accompaniment of a drum and other instruments,
2625,cʰepʰi lagun,to offer oneself as a sacrifice instead of or on behalf of any one,
2626,cʰelitʰ cʰūlitʰ,exactly,
2627,cʰelitʰ cʰūlitʰ,accurately,
2628,cʰepitʰ,secretly,
2629,cʰepitʰ,privately,
2630,cʰepʰi,a sacrificial offering,
2631,cʰelin wə̄nʸ,the dirty water left after washing anything particularly rice for cooking,
2632,cʰērι bardār,a wand-bearer,
2633,cʰērι bardār,the marshal who walks before people,
2634,cʰih,a slight accidental blow,
2635,cʰǝtri kul,an umbrella plane-tree,
2636,cʰik,a squirt,
2637,cʰik,a syringe,
2638,cʰir,the thin stream of milk issuing at one pull of the udder at the time of milking,
2639,cʰīh,a sneeze,
2640,cʰikι cʰikʰ,when two persons sprinkle each other or throw water on each other,
2641,cʰirkāv,sprinkling water on the ground,
2642,cʰǝtri bardār,an official whose duty it is to carry the state umbrella over a king's head,
2643,cʰirιgǝr bāy,a female seller of goat’s or sheep’s milk,
2644,cʰoⁿp,a kind of small churning-stick,
2645,cʰoⁿp,used for churning curdled milk,
2646,cakι dͻd,from which the liquid portion,
2647,cakι dͻd,or whey,
2648,cakι dͻd,has been strained,
2649,cʰirιgor,a seller of goat’s or sheep’s milk,
2650,cʰōnun,knocking down walnuts from a tree; siftings,
2651,cʰiṭʰ,cotton cloth stamped in colours,
2652,cʰiṭʰ,chintz; a chintz garment,
2653,cʰōr,sudden diarrhœa to occur,
2654,cʰōrι baṭenʸ,a shameless Brahmaṇ woman,
2655,cʰiṭʰgar,a chintz-maker,
2656,cʰu,being only used in the present tense and rarely in the imperative; it is participial in form,
2657,cʰu,being liable to change for gender,
2658,cʰuk,a squirt,
2659,cʰuk,a syringe,
2660,cʰūl,a waterfall,
2661,cʰūl,cascade,
2662,cʰūkιr,a good-looking full-grown girl,
2663,cʰιnιrun,to reduce below a certain fixed quantity,
2664,cʰιnιrun,to lessen,
2665,cʰͻkι pʰǝkīr,leading the life of a beggar,
2666,cʰͻmb,a method of threshing paddy,
2667,cʰͻk,rinsing out only with water,
2668,cʰə̄nil,the art or profession of a carpenter,
2669,cʰͻkιwun,the act of dipping into water,
2670,cicarāray,usually the low moaning of a number of starving people,
2671,cicarāray,especially children,
2672,cikʰ,a high-pitched cry,
2673,cikan,a particular embroidery type,
2674,cikan,embroidery work on silk flowers on muslin or other cloth,
2675,cīkʰ,a scream,
2676,cīkʰ,a screech,
2677,cikι din,a call or cry uttered in a high-pitched,
2678,cikιcāv,the effervescence of spirits in a young man making him self-confident and daring,
2679,cilim,the bowl of a huqqa which holds the tobacco and the fire,
2680,cīni,of or belonging to China,
2681,cillι,a period of forty days; the forty days of Lent during which Muslims remain at home or mosque and engaged in divine worship,
2682,ciriv ciriv,to make a twittering,
2683,cirīgoš,pleasure caused by vocal exercise,
2684,cīrbāl,the game of football,
2685,cobιrι mot,madly in love at first sight with some particular girl; lusting for a girl,
2686,cogilʸ,tale-bearing,
2687,cogilʸ,back-biting,
2688,cogilʸ,slandering,
2689,cogilʸ,slander,
2690,cōⁿkʰur,a group of four,
2691,cōk,an enclosure set apart for cooking or distributing food,
2692,cūri,a collection of creases in fine cloth,
2693,cūri,the like made by folding,
2694,cūri,sewing,
2695,cukāw,the settlement or fixing of a price between buyer and seller,
2696,cipι kə̄ni,dull-eyed,
2697,cipι kə̄ni,blear-eyed,
2698,cͻgι,a kind of cloak reaching to the feet like a dressing-gown,
2699,cͻkʰtι,roast meat kept over from dinner and suitable for the following midday meal,
2700,cʰͻmbun,to thresh grain,
2701,cukāwun,to fix or settle a price,
2702,dabāwun,threaten,
2703,dabāwun,endanger,
2704,dabāwun,pressure,
2705,dabāwun,terrorize,
2706,dabāwun,make threats,
2707,dacʰ,grape,
2708,dacʰi-bāg,vineyard,
2709,dacʰirə̄ⁿṭʰ,grape vine,
2710,dacʰgurun,bunch of grapes,
2711,dagā diyun,deceive,
2712,dagā diyun,mislead,
2713,dagā diyun,betray,
2714,dagā diyun,misinform,
2715,dagā diyun,cheat,
2716,dagā diyun,defraud,
2717,dagā diyun,delude,
2718,dag,pain,
2719,dag,ache,
2720,dag,intimate affection,
2721,dafā,repulse,
2722,dafā,reject,
2723,dafā,rebuff,
2724,dafā,ward off,
2725,dagābāz,traitor,
2726,dagābāz,conspirator,
2727,dagābāz,double agent,
2728,dagun,crush,
2729,dagun,squash,
2730,dagun,mash,
2731,dagun,press,
2732,dah,ten,
2733,dakʰιl,interference,
2734,dakʰιl,nosiness,
2735,dakʰιl,intrusion,
2736,dakʰιl,hindrance,
2737,dǝhyum,tenth,
2738,dakι dʸun,to push,
2739,dakur,hammer,
2740,dakι,jolt,
2741,dakι,jerk,
2742,dakι,shake,
2743,dakι,push,
2744,dalīl,proof,
2745,dalīl,facts,
2746,dalīl,evidence,
2747,dāg dār,shameful,
2748,dāg dār,appalling,
2749,dāg dār,disgusting,
2750,dam,breathe heavily,
2751,dam,wheeze,
2752,dam,pant,
2753,dam,puff,
2754,dam,gust,
2755,dalōm,round,
2756,dan,handle,
2757,damzǝdι,gasping,
